zone_id,zone_type,date,day_of_week,day_type,hour_of_day,is_holiday,temperature_c,ev_adoption_index,actual_demand_kw,baseline_demand_kw,lag_1h,lag_24h,rolling_mean_24h
Hebbal,mixed,2026-03-25,Wednesday,weekday,12,0,26.5,0.25,49849.5,55215.09,53613.48,48707.13,51160.31
Hebbal,mixed,2026-03-25,Wednesday,weekday,13,0,26.5,0.25,51315.08,50832.94,49849.5,48068.15,48958.82
Hebbal,mixed,2026-03-25,Wednesday,weekday,14,0,26.5,0.25,47652.25,48203.65,51315.08,48780.07,50047.57
Hebbal,mixed,2026-03-25,Wednesday,weekday,15,0,26.5,0.25,48101.18,52585.8,47652.25,50638.6,49145.43
Hebbal,mixed,2026-03-25,Wednesday,weekday,16,0,26.5,0.25,52829.58,59597.24,48101.18,59777.88,53939.53
Hebbal,mixed,2026-03-25,Wednesday,weekday,17,0,26.5,0.25,62689.46,68361.54,52829.58,70227.48,61528.53
Hebbal,mixed,2026-03-25,Wednesday,weekday,18,0,26.5,0.25,75628.42,92233.82,62689.46,67130.51,64909.99
Hebbal,mixed,2026-03-25,Wednesday,weekday,19,0,26.5,0.25,69903.48,88978.51,75628.42,70545.2,73086.81
Hebbal,mixed,2026-03-25,Wednesday,weekday,20,0,26.5,0.25,58766.78,73787.06,69903.48,58342.12,64122.8
Hebbal,mixed,2026-03-25,Wednesday,weekday,21,0,26.5,0.25,41717.66,56425.4,58766.78,46737.28,52752.03
Hebbal,mixed,2026-03-25,Wednesday,weekday,22,0,26.5,0.25,31103.81,31551.48,41717.66,32383.72,37050.69
Hebbal,mixed,2026-03-25,Wednesday,weekday,23,0,26.5,0.25,20063.56,22787.18,31103.81,22350.29,26727.05
Hebbal,mixed,2026-03-26,Thursday,weekday,0,0,27.0,0.25,18735.71,19281.46,20063.56,19240.49,19652.03
Hebbal,mixed,2026-03-26,Thursday,weekday,1,0,27.0,0.25,11811.46,13146.45,18735.71,11733.2,15234.45
Hebbal,mixed,2026-03-26,Thursday,weekday,2,0,27.0,0.25,10533.99,10517.16,11811.46,10466.2,11138.83
Hebbal,mixed,2026-03-26,Thursday,weekday,3,0,27.0,0.25,7993.08,8764.3,10533.99,8894.77,9714.38
Hebbal,mixed,2026-03-26,Thursday,weekday,4,0,27.0,0.25,10260.39,10517.16,7993.08,9828.57,8910.83
Hebbal,mixed,2026-03-26,Thursday,weekday,5,0,27.0,0.25,12330.51,13146.45,10260.39,12782.13,11521.26
Hebbal,mixed,2026-03-26,Thursday,weekday,6,0,27.0,0.25,21188.05,21910.75,12330.51,20634.14,16482.33
Hebbal,mixed,2026-03-26,Thursday,weekday,7,0,27.0,0.25,32855.33,36810.06,21188.05,34708.11,27948.08
Hebbal,mixed,2026-03-26,Thursday,weekday,8,0,27.0,0.25,46210.7,52585.8,32855.33,48562.2,40708.76
Hebbal,mixed,2026-03-26,Thursday,weekday,9,0,27.0,0.25,57810.55,56967.95,46210.7,56530.69,51370.69
Hebbal,mixed,2026-03-26,Thursday,weekday,10,0,27.0,0.25,49843.6,54338.66,57810.55,55362.72,56586.64
Hebbal,mixed,2026-03-26,Thursday,weekday,11,0,27.0,0.25,52643.31,52585.8,49843.6,53613.48,51728.54
Hebbal,mixed,2026-03-26,Thursday,weekday,12,0,27.0,0.25,56787.2,55215.09,52643.31,49849.5,51246.4
Hebbal,mixed,2026-03-26,Thursday,weekday,13,0,27.0,0.25,46177.08,50832.94,56787.2,51315.08,54051.14
Hebbal,mixed,2026-03-26,Thursday,weekday,14,0,27.0,0.25,44183.34,48203.65,46177.08,47652.25,46914.67
Hebbal,mixed,2026-03-26,Thursday,weekday,15,0,27.0,0.25,51386.72,52585.8,44183.34,48101.18,46142.26
Hebbal,mixed,2026-03-26,Thursday,weekday,16,0,27.0,0.25,60986.24,59597.24,51386.72,52829.58,52108.15
Hebbal,mixed,2026-03-26,Thursday,weekday,17,0,27.0,0.25,69437.77,68361.54,60986.24,62689.46,61837.85
Hebbal,mixed,2026-03-26,Thursday,weekday,18,0,27.0,0.25,70981.74,92233.82,69437.77,75628.42,72533.1
Hebbal,mixed,2026-03-26,Thursday,weekday,19,0,27.0,0.25,71676.82,88978.51,70981.74,69903.48,70442.61
Hebbal,mixed,2026-03-26,Thursday,weekday,20,0,27.0,0.25,53451.31,73787.06,71676.82,58766.78,65221.8
Hebbal,mixed,2026-03-26,Thursday,weekday,21,0,27.0,0.25,46719.8,56425.4,53451.31,41717.66,47584.49
Hebbal,mixed,2026-03-26,Thursday,weekday,22,0,27.0,0.25,32281.57,31551.48,46719.8,31103.81,38911.81
Hebbal,mixed,2026-03-26,Thursday,weekday,23,0,27.0,0.25,20534.43,22787.18,32281.57,20063.56,26172.57
Hebbal,mixed,2026-03-27,Friday,weekday,0,0,26.7,0.25,17188.5,19281.46,20534.43,18735.71,19635.07
Hebbal,mixed,2026-03-27,Friday,weekday,1,0,26.7,0.25,12063.12,13146.45,17188.5,11811.46,14499.98
Hebbal,mixed,2026-03-27,Friday,weekday,2,0,26.7,0.25,10522.7,10517.16,12063.12,10533.99,11298.56
Hebbal,mixed,2026-03-27,Friday,weekday,3,0,26.7,0.25,8184.44,8764.3,10522.7,7993.08,9257.89
Hebbal,mixed,2026-03-27,Friday,weekday,4,0,26.7,0.25,9356.7,10517.16,8184.44,10260.39,9222.41
Hebbal,mixed,2026-03-27,Friday,weekday,5,0,26.7,0.25,12204.36,13146.45,9356.7,12330.51,10843.6
Hebbal,mixed,2026-03-27,Friday,weekday,6,0,26.7,0.25,22474.61,21910.75,12204.36,21188.05,16696.21
Hebbal,mixed,2026-03-27,Friday,weekday,7,0,26.7,0.25,35784.61,36810.06,22474.61,32855.33,27664.97
Hebbal,mixed,2026-03-27,Friday,weekday,8,0,26.7,0.25,49409.91,52585.8,35784.61,46210.7,40997.65
Hebbal,mixed,2026-03-27,Friday,weekday,9,0,26.7,0.25,51360.47,56967.95,49409.91,57810.55,53610.23
Hebbal,mixed,2026-03-27,Friday,weekday,10,0,26.7,0.25,55776.73,54338.66,51360.47,49843.6,50602.04
Hebbal,mixed,2026-03-27,Friday,weekday,11,0,26.7,0.25,52652.7,52585.8,55776.73,52643.31,54210.02
Hebbal,mixed,2026-03-27,Friday,weekday,12,0,26.7,0.25,50747.21,55215.09,52652.7,56787.2,54719.95
Hebbal,mixed,2026-03-27,Friday,weekday,13,0,26.7,0.25,45082.09,50832.94,50747.21,46177.08,48462.15
Hebbal,mixed,2026-03-27,Friday,weekday,14,0,26.7,0.25,42651.51,48203.65,45082.09,44183.34,44632.71
Hebbal,mixed,2026-03-27,Friday,weekday,15,0,26.7,0.25,47039.78,52585.8,42651.51,51386.72,47019.12
Hebbal,mixed,2026-03-27,Friday,weekday,16,0,26.7,0.25,57492.77,59597.24,47039.78,60986.24,54013.01
Hebbal,mixed,2026-03-27,Friday,weekday,17,0,26.7,0.25,69572.66,68361.54,57492.77,69437.77,63465.27
Hebbal,mixed,2026-03-27,Friday,weekday,18,0,26.7,0.25,70912.13,92233.82,69572.66,70981.74,70277.2
Hebbal,mixed,2026-03-27,Friday,weekday,19,0,26.7,0.25,72200.67,88978.51,70912.13,71676.82,71294.48
Hebbal,mixed,2026-03-27,Friday,weekday,20,0,26.7,0.25,56267.85,73787.06,72200.67,53451.31,62825.99
Hebbal,mixed,2026-03-27,Friday,weekday,21,0,26.7,0.25,44852.7,56425.4,56267.85,46719.8,51493.82
Hebbal,mixed,2026-03-27,Friday,weekday,22,0,26.7,0.25,31163.84,31551.48,44852.7,32281.57,38567.13
Hebbal,mixed,2026-03-27,Friday,weekday,23,0,26.7,0.25,20569.97,22787.18,31163.84,20534.43,25849.14
Hebbal,mixed,2026-03-28,Saturday,weekend,0,0,26.9,0.25,15951.7,16389.24,20569.97,17188.5,18879.24
Hebbal,mixed,2026-03-28,Saturday,weekend,1,0,26.9,0.25,9911.36,11174.48,15951.7,12063.12,14007.41
Hebbal,mixed,2026-03-28,Saturday,weekend,2,0,26.9,0.25,8325.28,8939.59,9911.36,10522.7,10217.03
Hebbal,mixed,2026-03-28,Saturday,weekend,3,0,26.9,0.25,7134.41,7449.65,8325.28,8184.44,8254.86
Hebbal,mixed,2026-03-28,Saturday,weekend,4,0,26.9,0.25,9189.86,8939.59,7134.41,9356.7,8245.56
Hebbal,mixed,2026-03-28,Saturday,weekend,5,0,26.9,0.25,10599.0,11174.48,9189.86,12204.36,10697.11
Hebbal,mixed,2026-03-28,Saturday,weekend,6,0,26.9,0.25,18634.23,18624.14,10599.0,22474.61,16536.81
Hebbal,mixed,2026-03-28,Saturday,weekend,7,0,26.9,0.25,29474.73,31288.55,18634.23,35784.61,27209.42
Hebbal,mixed,2026-03-28,Saturday,weekend,8,0,26.9,0.25,44588.21,44697.93,29474.73,49409.91,39442.32
Hebbal,mixed,2026-03-28,Saturday,weekend,9,0,26.9,0.25,46820.95,48422.76,44588.21,51360.47,47974.34
Hebbal,mixed,2026-03-28,Saturday,weekend,10,0,26.9,0.25,46709.36,46187.86,46820.95,55776.73,51298.84
Hebbal,mixed,2026-03-28,Saturday,weekend,11,0,26.9,0.25,41962.88,44697.93,46709.36,52652.7,49681.03
Hebbal,mixed,2026-03-28,Saturday,weekend,12,0,26.9,0.25,45443.88,46932.83,41962.88,50747.21,46355.04
Hebbal,mixed,2026-03-28,Saturday,weekend,13,0,26.9,0.25,42006.53,43208.0,45443.88,45082.09,45262.99
Hebbal,mixed,2026-03-28,Saturday,weekend,14,0,26.9,0.25,38506.18,40973.1,42006.53,42651.51,42329.02
Hebbal,mixed,2026-03-28,Saturday,weekend,15,0,26.9,0.25,40146.83,44697.93,38506.18,47039.78,42772.98
Hebbal,mixed,2026-03-28,Saturday,weekend,16,0,26.9,0.25,45107.96,50657.65,40146.83,57492.77,48819.8
Hebbal,mixed,2026-03-28,Saturday,weekend,17,0,26.9,0.25,51060.69,58107.31,45107.96,69572.66,57340.31
Hebbal,mixed,2026-03-28,Saturday,weekend,18,0,26.9,0.25,63910.99,78398.75,51060.69,70912.13,60986.41
Hebbal,mixed,2026-03-28,Saturday,weekend,19,0,26.9,0.25,55725.23,75631.74,63910.99,72200.67,68055.83
Hebbal,mixed,2026-03-28,Saturday,weekend,20,0,26.9,0.25,46018.43,62719.0,55725.23,56267.85,55996.54
Hebbal,mixed,2026-03-28,Saturday,weekend,21,0,26.9,0.25,38286.84,47961.59,46018.43,44852.7,45435.57
Hebbal,mixed,2026-03-28,Saturday,weekend,22,0,26.9,0.25,24806.14,26818.76,38286.84,31163.84,34725.34
Hebbal,mixed,2026-03-28,Saturday,weekend,23,0,26.9,0.25,18464.61,19369.1,24806.14,20569.97,22688.06
Hebbal,mixed,2026-03-29,Sunday,weekend,0,0,26.2,0.25,16756.97,16389.24,18464.61,15951.7,17208.15
Hebbal,mixed,2026-03-29,Sunday,weekend,1,0,26.2,0.25,11241.03,11174.48,16756.97,9911.36,13334.17
Hebbal,mixed,2026-03-29,Sunday,weekend,2,0,26.2,0.25,9009.45,8939.59,11241.03,8325.28,9783.16
Hebbal,mixed,2026-03-29,Sunday,weekend,3,0,26.2,0.25,6989.08,7449.65,9009.45,7134.41,8071.93
Hebbal,mixed,2026-03-29,Sunday,weekend,4,0,26.2,0.25,8871.29,8939.59,6989.08,9189.86,8089.47
Hebbal,mixed,2026-03-29,Sunday,weekend,5,0,26.2,0.25,10035.96,11174.48,8871.29,10599.0,9735.15
Hebbal,mixed,2026-03-29,Sunday,weekend,6,0,26.2,0.25,16342.75,18624.14,10035.96,18634.23,14335.09
Hebbal,mixed,2026-03-29,Sunday,weekend,7,0,26.2,0.25,27509.96,31288.55,16342.75,29474.73,22908.74
Hebbal,mixed,2026-03-29,Sunday,weekend,8,0,26.2,0.25,43159.31,44697.93,27509.96,44588.21,36049.08
Hebbal,mixed,2026-03-29,Sunday,weekend,9,0,26.2,0.25,45787.78,48422.76,43159.31,46820.95,44990.13
Hebbal,mixed,2026-03-29,Sunday,weekend,10,0,26.2,0.25,44115.23,46187.86,45787.78,46709.36,46248.57
Hebbal,mixed,2026-03-29,Sunday,weekend,11,0,26.2,0.25,39214.73,44697.93,44115.23,41962.88,43039.06
Hebbal,mixed,2026-03-29,Sunday,weekend,12,0,26.2,0.25,44145.01,46932.83,39214.73,45443.88,42329.31
Hebbal,mixed,2026-03-29,Sunday,weekend,13,0,26.2,0.25,42586.25,43208.0,44145.01,42006.53,43075.77
Hebbal,mixed,2026-03-29,Sunday,weekend,14,0,26.2,0.25,38664.21,40973.1,42586.25,38506.18,40546.21
Hebbal,mixed,2026-03-29,Sunday,weekend,15,0,26.2,0.25,44151.13,44697.93,38664.21,40146.83,39405.52
Hebbal,mixed,2026-03-29,Sunday,weekend,16,0,26.2,0.25,46184.49,50657.65,44151.13,45107.96,44629.54
Hebbal,mixed,2026-03-29,Sunday,weekend,17,0,26.2,0.25,58112.99,58107.31,46184.49,51060.69,48622.59
Hebbal,mixed,2026-03-29,Sunday,weekend,18,0,26.2,0.25,61160.01,78398.75,58112.99,63910.99,61011.99
Hebbal,mixed,2026-03-29,Sunday,weekend,19,0,26.2,0.25,55485.89,75631.74,61160.01,55725.23,58442.62
Hebbal,mixed,2026-03-29,Sunday,weekend,20,0,26.2,0.25,46213.06,62719.0,55485.89,46018.43,50752.16
Hebbal,mixed,2026-03-29,Sunday,weekend,21,0,26.2,0.25,37649.29,47961.59,46213.06,38286.84,42249.95
Hebbal,mixed,2026-03-29,Sunday,weekend,22,0,26.2,0.25,26890.03,26818.76,37649.29,24806.14,31227.72
Hebbal,mixed,2026-03-29,Sunday,weekend,23,0,26.2,0.25,18197.74,19369.1,26890.03,18464.61,22677.32
Hebbal,mixed,2026-03-30,Monday,weekday,0,0,26.5,0.25,19441.62,19281.46,18197.74,16756.97,17477.36
Hebbal,mixed,2026-03-30,Monday,weekday,1,0,26.5,0.25,12859.52,13146.45,19441.62,11241.03,15341.33
Hebbal,mixed,2026-03-30,Monday,weekday,2,0,26.5,0.25,9933.14,10517.16,12859.52,9009.45,10934.49
Hebbal,mixed,2026-03-30,Monday,weekday,3,0,26.5,0.25,8330.79,8764.3,9933.14,6989.08,8461.11
Hebbal,mixed,2026-03-30,Monday,weekday,4,0,26.5,0.25,9542.38,10517.16,8330.79,8871.29,8601.04
Hebbal,mixed,2026-03-30,Monday,weekday,5,0,26.5,0.25,12774.45,13146.45,9542.38,10035.96,9789.17
Hebbal,mixed,2026-03-30,Monday,weekday,6,0,26.5,0.25,20395.75,21910.75,12774.45,16342.75,14558.6
Hebbal,mixed,2026-03-30,Monday,weekday,7,0,26.5,0.25,37837.35,36810.06,20395.75,27509.96,23952.85
Hebbal,mixed,2026-03-30,Monday,weekday,8,0,26.5,0.25,49922.92,52585.8,37837.35,43159.31,40498.33
Hebbal,mixed,2026-03-30,Monday,weekday,9,0,26.5,0.25,54132.67,56967.95,49922.92,45787.78,47855.35
Hebbal,mixed,2026-03-30,Monday,weekday,10,0,26.5,0.25,52296.37,54338.66,54132.67,44115.23,49123.95
Hebbal,mixed,2026-03-30,Monday,weekday,11,0,26.5,0.25,53421.21,52585.8,52296.37,39214.73,45755.55
Hebbal,mixed,2026-03-30,Monday,weekday,12,0,26.5,0.25,55116.8,55215.09,53421.21,44145.01,48783.11
Hebbal,mixed,2026-03-30,Monday,weekday,13,0,26.5,0.25,48033.78,50832.94,55116.8,42586.25,48851.53
Hebbal,mixed,2026-03-30,Monday,weekday,14,0,26.5,0.25,47514.65,48203.65,48033.78,38664.21,43348.99
Hebbal,mixed,2026-03-30,Monday,weekday,15,0,26.5,0.25,50772.73,52585.8,47514.65,44151.13,45832.89
Hebbal,mixed,2026-03-30,Monday,weekday,16,0,26.5,0.25,56689.96,59597.24,50772.73,46184.49,48478.61
Hebbal,mixed,2026-03-30,Monday,weekday,17,0,26.5,0.25,61901.08,68361.54,56689.96,58112.99,57401.47
Hebbal,mixed,2026-03-30,Monday,weekday,18,0,26.5,0.25,70539.7,92233.82,61901.08,61160.01,61530.54
Hebbal,mixed,2026-03-30,Monday,weekday,19,0,26.5,0.25,65661.42,88978.51,70539.7,55485.89,63012.79
Hebbal,mixed,2026-03-30,Monday,weekday,20,0,26.5,0.25,60526.66,73787.06,65661.42,46213.06,55937.24
Hebbal,mixed,2026-03-30,Monday,weekday,21,0,26.5,0.25,42261.11,56425.4,60526.66,37649.29,49087.98
Hebbal,mixed,2026-03-30,Monday,weekday,22,0,26.5,0.25,32223.44,31551.48,42261.11,26890.03,34575.57
Hebbal,mixed,2026-03-30,Monday,weekday,23,0,26.5,0.25,21816.86,22787.18,32223.44,18197.74,25210.59
Hebbal,mixed,2026-03-31,Tuesday,weekday,0,1,28.0,0.25,15716.04,16389.24,21816.86,19441.62,20629.24
Hebbal,mixed,2026-03-31,Tuesday,weekday,1,1,28.0,0.25,10011.28,11174.48,15716.04,12859.52,14287.78
Hebbal,mixed,2026-03-31,Tuesday,weekday,2,1,28.0,0.25,8344.73,8939.59,10011.28,9933.14,9972.21
Hebbal,mixed,2026-03-31,Tuesday,weekday,3,1,28.0,0.25,6639.87,7449.65,8344.73,8330.79,8337.76
Hebbal,mixed,2026-03-31,Tuesday,weekday,4,1,28.0,0.25,8681.38,8939.59,6639.87,9542.38,8091.12
Hebbal,mixed,2026-03-31,Tuesday,weekday,5,1,28.0,0.25,10551.9,11174.48,8681.38,12774.45,10727.92
Hebbal,mixed,2026-03-31,Tuesday,weekday,6,1,28.0,0.25,18526.19,18624.14,10551.9,20395.75,15473.83
Hebbal,mixed,2026-03-31,Tuesday,weekday,7,1,28.0,0.25,28465.88,31288.55,18526.19,37837.35,28181.77
Hebbal,mixed,2026-03-31,Tuesday,weekday,8,1,28.0,0.25,40284.78,44697.93,28465.88,49922.92,39194.4
Hebbal,mixed,2026-03-31,Tuesday,weekday,9,1,28.0,0.25,45425.76,48422.76,40284.78,54132.67,47208.72
Hebbal,mixed,2026-03-31,Tuesday,weekday,10,1,28.0,0.25,46990.81,46187.86,45425.76,52296.37,48861.07
Hebbal,mixed,2026-03-31,Tuesday,weekday,11,1,28.0,0.25,44002.66,44697.93,46990.81,53421.21,50206.01
Hebbal,mixed,2026-03-31,Tuesday,weekday,12,1,28.0,0.25,44118.1,46932.83,44002.66,55116.8,49559.73
Hebbal,mixed,2026-03-31,Tuesday,weekday,13,1,28.0,0.25,41264.2,43208.0,44118.1,48033.78,46075.94
Hebbal,mixed,2026-03-31,Tuesday,weekday,14,1,28.0,0.25,36426.03,40973.1,41264.2,47514.65,44389.43
Hebbal,mixed,2026-03-31,Tuesday,weekday,15,1,28.0,0.25,45869.96,44697.93,36426.03,50772.73,43599.38
Hebbal,mixed,2026-03-31,Tuesday,weekday,16,1,28.0,0.25,49529.93,50657.65,45869.96,56689.96,51279.96
Hebbal,mixed,2026-03-31,Tuesday,weekday,17,1,28.0,0.25,53440.17,58107.31,49529.93,61901.08,55715.51
Hebbal,mixed,2026-03-31,Tuesday,weekday,18,1,28.0,0.25,61134.7,78398.75,53440.17,70539.7,61989.93
Hebbal,mixed,2026-03-31,Tuesday,weekday,19,1,28.0,0.25,54543.12,75631.74,61134.7,65661.42,63398.06
Hebbal,mixed,2026-03-31,Tuesday,weekday,20,1,28.0,0.25,51841.3,62719.0,54543.12,60526.66,57534.89
Hebbal,mixed,2026-03-31,Tuesday,weekday,21,1,28.0,0.25,34973.8,47961.59,51841.3,42261.11,47051.21
Hebbal,mixed,2026-03-31,Tuesday,weekday,22,1,28.0,0.25,26146.62,26818.76,34973.8,32223.44,33598.62
Hebbal,mixed,2026-03-31,Tuesday,weekday,23,1,28.0,0.25,17695.48,19369.1,26146.62,21816.86,23981.74
Hebbal,mixed,2026-04-01,Wednesday,weekday,0,1,30.9,0.25,16300.14,16389.24,17695.48,15716.04,16705.76
Hebbal,mixed,2026-04-01,Wednesday,weekday,1,1,30.9,0.25,10937.66,11174.48,16300.14,10011.28,13155.71
Hebbal,mixed,2026-04-01,Wednesday,weekday,2,1,30.9,0.25,8669.87,8939.59,10937.66,8344.73,9641.19
Hebbal,mixed,2026-04-01,Wednesday,weekday,3,1,30.9,0.25,7540.43,7449.65,8669.87,6639.87,7654.87
Hebbal,mixed,2026-04-01,Wednesday,weekday,4,1,30.9,0.25,7939.89,8939.59,7540.43,8681.38,8110.9
Hebbal,mixed,2026-04-01,Wednesday,weekday,5,1,30.9,0.25,10354.45,11174.48,7939.89,10551.9,9245.9
Hebbal,mixed,2026-04-01,Wednesday,weekday,6,1,30.9,0.25,17022.92,18624.14,10354.45,18526.19,14440.32
Hebbal,mixed,2026-04-01,Wednesday,weekday,7,1,30.9,0.25,32125.36,31288.55,17022.92,28465.88,22744.4
Hebbal,mixed,2026-04-01,Wednesday,weekday,8,1,30.9,0.25,41816.08,44697.93,32125.36,40284.78,36205.07
Hebbal,mixed,2026-04-01,Wednesday,weekday,9,1,30.9,0.25,47833.29,48422.76,41816.08,45425.76,43620.92
Hebbal,mixed,2026-04-01,Wednesday,weekday,10,1,30.9,0.25,45288.56,46187.86,47833.29,46990.81,47412.05
Hebbal,mixed,2026-04-01,Wednesday,weekday,11,1,30.9,0.25,40608.41,44697.93,45288.56,44002.66,44645.61
Hebbal,mixed,2026-04-01,Wednesday,weekday,12,1,30.9,0.25,42831.33,46932.83,40608.41,44118.1,42363.26
Hebbal,mixed,2026-04-01,Wednesday,weekday,13,1,30.9,0.25,39710.44,43208.0,42831.33,41264.2,42047.76
Hebbal,mixed,2026-04-01,Wednesday,weekday,14,1,30.9,0.25,38467.12,40973.1,39710.44,36426.03,38068.24
Hebbal,mixed,2026-04-01,Wednesday,weekday,15,1,30.9,0.25,40759.92,44697.93,38467.12,45869.96,42168.54
Hebbal,mixed,2026-04-01,Wednesday,weekday,16,1,30.9,0.25,44537.45,50657.65,40759.92,49529.93,45144.93
Hebbal,mixed,2026-04-01,Wednesday,weekday,17,1,30.9,0.25,58699.61,58107.31,44537.45,53440.17,48988.81
Hebbal,mixed,2026-04-01,Wednesday,weekday,18,1,30.9,0.25,64799.44,78398.75,58699.61,61134.7,59917.15
Hebbal,mixed,2026-04-01,Wednesday,weekday,19,1,30.9,0.25,56703.51,75631.74,64799.44,54543.12,59671.28
Hebbal,mixed,2026-04-01,Wednesday,weekday,20,1,30.9,0.25,46998.78,62719.0,56703.51,51841.3,54272.4
Hebbal,mixed,2026-04-01,Wednesday,weekday,21,1,30.9,0.25,33983.91,47961.59,46998.78,34973.8,40986.29
Hebbal,mixed,2026-04-01,Wednesday,weekday,22,1,30.9,0.25,26278.3,26818.76,33983.91,26146.62,30065.26
Hebbal,mixed,2026-04-01,Wednesday,weekday,23,1,30.9,0.25,19407.29,19369.1,26278.3,17695.48,21986.89
Hebbal,mixed,2026-04-02,Thursday,weekday,0,0,28.6,0.25,17363.35,19281.46,19407.29,16300.14,17853.72
Hebbal,mixed,2026-04-02,Thursday,weekday,1,0,28.6,0.25,13101.54,13146.45,17363.35,10937.66,14150.5
Hebbal,mixed,2026-04-02,Thursday,weekday,2,0,28.6,0.25,10202.71,10517.16,13101.54,8669.87,10885.71
Hebbal,mixed,2026-04-02,Thursday,weekday,3,0,28.6,0.25,7739.11,8764.3,10202.71,7540.43,8871.57
Hebbal,mixed,2026-04-02,Thursday,weekday,4,0,28.6,0.25,10212.74,10517.16,7739.11,7939.89,7839.5
Hebbal,mixed,2026-04-02,Thursday,weekday,5,0,28.6,0.25,12137.64,13146.45,10212.74,10354.45,10283.6
Hebbal,mixed,2026-04-02,Thursday,weekday,6,0,28.6,0.25,20429.08,21910.75,12137.64,17022.92,14580.28
Hebbal,mixed,2026-04-02,Thursday,weekday,7,0,28.6,0.25,36570.16,36810.06,20429.08,32125.36,26277.22
Hebbal,mixed,2026-04-02,Thursday,weekday,8,0,28.6,0.25,52573.26,52585.8,36570.16,41816.08,39193.12
Hebbal,mixed,2026-04-02,Thursday,weekday,9,0,28.6,0.25,53390.2,56967.95,52573.26,47833.29,50203.28
Hebbal,mixed,2026-04-02,Thursday,weekday,10,0,28.6,0.25,55453.61,54338.66,53390.2,45288.56,49339.38
Hebbal,mixed,2026-04-02,Thursday,weekday,11,0,28.6,0.25,49332.19,52585.8,55453.61,40608.41,48031.01
Hebbal,mixed,2026-04-02,Thursday,weekday,12,0,28.6,0.25,54872.95,55215.09,49332.19,42831.33,46081.76
Hebbal,mixed,2026-04-02,Thursday,weekday,13,0,28.6,0.25,48287.44,50832.94,54872.95,39710.44,47291.69
Hebbal,mixed,2026-04-02,Thursday,weekday,14,0,28.6,0.25,48828.24,48203.65,48287.44,38467.12,43377.28
Hebbal,mixed,2026-04-02,Thursday,weekday,15,0,28.6,0.25,53349.14,52585.8,48828.24,40759.92,44794.08
Hebbal,mixed,2026-04-02,Thursday,weekday,16,0,28.6,0.25,53012.41,59597.24,53349.14,44537.45,48943.29
Hebbal,mixed,2026-04-02,Thursday,weekday,17,0,28.6,0.25,69653.18,68361.54,53012.41,58699.61,55856.01
Hebbal,mixed,2026-04-02,Thursday,weekday,18,0,28.6,0.25,74644.52,92233.82,69653.18,64799.44,67226.31
Hebbal,mixed,2026-04-02,Thursday,weekday,19,0,28.6,0.25,71635.21,88978.51,74644.52,56703.51,65674.01
Hebbal,mixed,2026-04-02,Thursday,weekday,20,0,28.6,0.25,54043.11,73787.06,71635.21,46998.78,59317.0
Hebbal,mixed,2026-04-02,Thursday,weekday,21,0,28.6,0.25,45523.1,56425.4,54043.11,33983.91,44013.51
Hebbal,mixed,2026-04-02,Thursday,weekday,22,0,28.6,0.25,31732.41,31551.48,45523.1,26278.3,35900.7
Hebbal,mixed,2026-04-02,Thursday,weekday,23,0,28.6,0.25,20969.94,22787.18,31732.41,19407.29,25569.85
Hebbal,mixed,2026-04-03,Friday,weekday,0,0,31.8,0.25,17040.73,19281.46,20969.94,17363.35,19166.64
Hebbal,mixed,2026-04-03,Friday,weekday,1,0,31.8,0.25,11819.1,13146.45,17040.73,13101.54,15071.14
Hebbal,mixed,2026-04-03,Friday,weekday,2,0,31.8,0.25,10076.57,10517.16,11819.1,10202.71,11010.9
Hebbal,mixed,2026-04-03,Friday,weekday,3,0,31.8,0.25,8448.17,8764.3,10076.57,7739.11,8907.84
Hebbal,mixed,2026-04-03,Friday,weekday,4,0,31.8,0.25,10248.96,10517.16,8448.17,10212.74,9330.45
Hebbal,mixed,2026-04-03,Friday,weekday,5,0,31.8,0.25,11552.79,13146.45,10248.96,12137.64,11193.3
Hebbal,mixed,2026-04-03,Friday,weekday,6,0,31.8,0.25,22404.44,21910.75,11552.79,20429.08,15990.94
Hebbal,mixed,2026-04-03,Friday,weekday,7,0,31.8,0.25,32502.73,36810.06,22404.44,36570.16,29487.3
Hebbal,mixed,2026-04-03,Friday,weekday,8,0,31.8,0.25,47221.54,52585.8,32502.73,52573.26,42538.0
Hebbal,mixed,2026-04-03,Friday,weekday,9,0,31.8,0.25,50036.43,56967.95,47221.54,53390.2,50305.87
Hebbal,mixed,2026-04-03,Friday,weekday,10,0,31.8,0.25,52304.7,54338.66,50036.43,55453.61,52745.02
Hebbal,mixed,2026-04-03,Friday,weekday,11,0,31.8,0.25,53545.5,52585.8,52304.7,49332.19,50818.44
Hebbal,mixed,2026-04-03,Friday,weekday,12,0,31.8,0.25,53982.03,55215.09,53545.5,54872.95,54209.22
Hebbal,mixed,2026-04-03,Friday,weekday,13,0,31.8,0.25,50911.62,50832.94,53982.03,48287.44,51134.74
Hebbal,mixed,2026-04-03,Friday,weekday,14,0,31.8,0.25,42333.13,48203.65,50911.62,48828.24,49869.93
Hebbal,mixed,2026-04-03,Friday,weekday,15,0,31.8,0.25,50418.39,52585.8,42333.13,53349.14,47841.13
